,EXTRAVERSION,AGREEABLENESS,CONSCIENTIOUSNESS,NEUROTICISM,OPENNESS,tokens,tokens_fdist,normalized,tokens_stemmed
63,hang out di kafe paris dengan pemandangan menara eiffel adalah pengalaman yang tidak terlupakan senyum terpancar di setiap foto dan cerita yang mengharukan,"donor darah itu enggak sehorror yang dibayangkan, kok. ayo, berani nyobain jadi pahlawan!",aku selalu berusaha untuk hemat dan efisien. aku tidak suka menghabiskan uang untuk hal-hal yang tidak aku butuhkan.,"kelas gue keganggu banget karena gue gak bisa berpikir jernih, akhir kahir ini gue susah buat ngilangin stress dan overthinking yang terus-terusan muncul.","pengin nyoba trifting, ada recomend tempat??","['hang', 'out', 'di', 'kafe', 'paris', 'dengan', 'pemandangan', 'menara', 'eiffel', 'adalah', 'pengalaman', 'yang', 'tidak', 'terlupakan', 'senyum', 'terpancar', 'di', 'setiap', 'foto', 'dan', 'cerita', 'yang', 'mengharukan']","['hang', 'out', 'kafe', 'paris', 'pemandangan', 'menara', 'eiffel', 'pengalaman', 'terlupakan', 'senyum', 'terpancar', 'foto', 'cerita', 'mengharukan']","['hang', 'out', 'di', 'kafe', 'paris', 'dengan', 'pemandangan', 'menara', 'eiffel', 'adalah', 'pengalaman', 'yang', 'tidak', 'terlupakan', 'senyum', 'terpancar', 'di', 'setiap', 'foto', 'dan', 'cerita', 'yang', 'mengharukan']","['hang', 'out', 'di', 'kafe', 'paris', 'dengan', 'pandang', 'menara', 'eiffel', 'adalah', 'alam', 'yang', 'tidak', 'lupa', 'senyum', 'pancar', 'di', 'tiap', 'foto', 'dan', 'cerita', 'yang', 'haru']"
64,rangkul erat keluarga di disneyland paris menyaksikan parade yang penuh warna dan menikmati permainan seru hari ini sungguh magis,"orang baik itu kayak ramen, susah dilupakan rasanya. thanks ya, teman-teman, yang selalu bikin hari jadi lebih cerah.",aku lebih suka merencanakan acara daripada pergi ke acara spontan. aku suka memastikan semuanya terorganisir dengan baik. apa ada yang sama kayak aku?,"kemampuan gue cuma sedikit dan susah buat berkembang, gue gak mempercayai masa depan gue akan berubah menjadi lebih baik","seru deh ikut kelas merangkai bunga, besok ikut kelas memasak kali ya??","['rangkul', 'erat', 'keluarga', 'di', 'disneyland', 'paris', 'menyaksikan', 'parade', 'yang', 'penuh', 'warna', 'dan', 'menikmati', 'permainan', 'seru', 'hari', 'ini', 'sungguh', 'magis']","['rangkul', 'erat', 'keluarga', 'disneyland', 'paris', 'menyaksikan', 'parade', 'penuh', 'warna', 'menikmati', 'permainan', 'seru', 'sungguh', 'magis']","['rangkul', 'erat', 'keluarga', 'di', 'disneyland', 'paris', 'menyaksikan', 'parade', 'yang', 'penuh', 'warna', 'dan', 'menikmati', 'permainan', 'seru', 'hari', 'ini', 'sungguh', 'magis']","['rangkul', 'erat', 'keluarga', 'di', 'disneyland', 'paris', 'saksi', 'parade', 'yang', 'penuh', 'warna', 'dan', 'nikmat', 'main', 'seru', 'hari', 'ini', 'sungguh', 'magis']"
65,jalanjalan di buckingham palace bersama temanteman merayakan momen heboh dan mengabadikan senyum kebahagiaan di depan istana kerajaan,"sabar itu kayak lagu reggae, bikin hati jadi tenang. mari tenangin hati dan ubah suasana!",aku pengen mencapai tujuanku dalam 2 tahun. aku sudah membuat rencana dan aku yakin aku bisa mencapainya.,"tadi di kelas dosen nanya, sebenernya gue bisa jawab tapi gue terlalu takut buat jawab karena takut diomongin sama temen-temen","suka banget liat video ka shadira, aesthetic banget deh orangnya wkwkwk. bener ya kalimat setiap orang memiliki cara unik untuk mengekspresikan diri, dan ini selalu menginspirasi!","['jalanjalan', 'di', 'buckingham', 'palace', 'bersama', 'temanteman', 'merayakan', 'momen', 'heboh', 'dan', 'mengabadikan', 'senyum', 'kebahagiaan', 'di', 'depan', 'istana', 'kerajaan']","['jalanjalan', 'buckingham', 'palace', 'temanteman', 'merayakan', 'momen', 'heboh', 'mengabadikan', 'senyum', 'kebahagiaan', 'istana', 'kerajaan']","['jalanjalan', 'di', 'buckingham', 'palace', 'bersama', 'temanteman', 'merayakan', 'momen', 'heboh', 'dan', 'mengabadikan', 'senyum', 'kebahagiaan', 'di', 'depan', 'istana', 'kerajaan']","['jalanjalan', 'di', 'buckingham', 'palace', 'sama', 'temanteman', 'raya', 'momen', 'heboh', 'dan', 'abadi', 'senyum', 'bahagia', 'di', 'depan', 'istana', 'raja']"
66,rumah gue hari ini rame banget ada acara nonton bareng film seru sama keluarga sambil makan popcorn sambil lesehan di sofa asik deh,"ikhlas itu kayak mantan yang nggak balik lagi. sempurna, kan, kalau kita bisa berbuat tanpa pamrih?",aku tidak mudah menyerah ketika dihadapkan dengan tantangan. aku selalu berusaha untuk menemukan cara untuk mengatasinya.,"apapun yang gue lakuin salah, kapan hidup gue bener? emang gak pernah bener kayaknya",kita memang butuh kebebasan tapi tetap harus sesuai aturan biar ga kebablasan,"['rumah', 'gue', 'hari', 'ini', 'rame', 'banget', 'ada', 'acara', 'nonton', 'bareng', 'film', 'seru', 'sama', 'keluarga', 'sambil', 'makan', 'popcorn', 'sambil', 'lesehan', 'di', 'sofa', 'asik', 'deh']","['rumah', 'gue', 'rame', 'banget', 'acara', 'nonton', 'bareng', 'film', 'seru', 'keluarga', 'makan', 'popcorn', 'lesehan', 'sofa', 'asik', 'deh']","['rumah', 'saya', 'hari', 'ini', 'rame', 'banget', 'ada', 'acara', 'nonton', 'bareng', 'film', 'seru', 'sama', 'keluarga', 'sambil', 'makan', 'popcorn', 'sambil', 'lesehan', 'di', 'sofa', 'asik', 'deh']","['rumah', 'saya', 'hari', 'ini', 'rame', 'banget', 'ada', 'acara', 'nonton', 'bareng', 'film', 'seru', 'sama', 'keluarga', 'sambil', 'makan', 'popcorn', 'sambil', 'leseh', 'di', 'sofa', 'asik', 'deh']"
67,piknik ke dufan hari ini main roller coaster sampe mabuk kepayang seru banget kayak balik lagi jadi anak kecil,"gak usah jadi pemarah terus, guys. diskusi bisa lebih produktif tanpa harus ribut terus.","biar gak belanja macem-macem, gue mau bikin list apa-apa aja yang harus gue beli sebelum belanja.","gue abis diliatin sama orang-orang pas lagi jalan ke kampus, apa yang salah dari penampilan gue? harusnya gue gak pake outfit begini kali ya?","wuihh idenya jenius bangett cuii, rada aneh dikit sih wkwkkw","['piknik', 'ke', 'dufan', 'hari', 'ini', 'main', 'roller', 'coaster', 'sampe', 'mabuk', 'kepayang', 'seru', 'banget', 'kayak', 'balik', 'lagi', 'jadi', 'anak', 'kecil']","['piknik', 'dufan', 'main', 'roller', 'coaster', 'sampe', 'mabuk', 'kepayang', 'seru', 'banget', 'kayak', 'anak']","['piknik', 'ke', 'dufan', 'hari', 'ini', 'main', 'roller', 'coaster', 'sampe', 'mabuk', 'kepayang', 'seru', 'banget', 'seperti', 'balik', 'lagi', 'jadi', 'anak', 'kecil']","['piknik', 'ke', 'dufan', 'hari', 'ini', 'main', 'roller', 'coaster', 'sampe', 'mabuk', 'kepayang', 'seru', 'banget', 'seperti', 'balik', 'lagi', 'jadi', 'anak', 'kecil']"
68,cerita tentang liburan ke seoul bersama tementemen jalanjalan di gangnam makan samgyeopsal dan belanja sepuasnya keren abis,"udahlah, gak usah cemburu terus sama yang lebih kaya. kita bisa bantu sesama dengan caranya masing-masing.","baru habis gajian, setelah liat wishlist ternyata banyak banget yang mau gue beli. gak jadi deh, mending gue tabung aja uangnya","aku selalu bantu orang lain, kenapa gak ada satupun yang mau bantu aku? apakah bantuanku ke mereka kurang?","ahhh aturan ga jelas, harus ditinjau ulang ga sihh!!","['cerita', 'tentang', 'liburan', 'ke', 'seoul', 'bersama', 'tementemen', 'jalanjalan', 'di', 'gangnam', 'makan', 'samgyeopsal', 'dan', 'belanja', 'sepuasnya', 'keren', 'abis']","['cerita', 'liburan', 'seoul', 'tementemen', 'jalanjalan', 'gangnam', 'makan', 'samgyeopsal', 'belanja', 'sepuasnya', 'keren', 'abis']","['cerita', 'tentang', 'liburan', 'ke', 'seoul', 'bersama', 'tementemen', 'jalanjalan', 'di', 'gangnam', 'makan', 'samgyeopsal', 'dan', 'belanja', 'sepuasnya', 'keren', 'abis']","['cerita', 'tentang', 'libur', 'ke', 'seoul', 'sama', 'tementemen', 'jalanjalan', 'di', 'gangnam', 'makan', 'samgyeopsal', 'dan', 'belanja', 'puas', 'keren', 'abis']"
69,habis nonton drama dots bareng teman omg song jong ki ganteng bangeeettt,"gue lebih milih peace daripada drama. diskusi tuh bisa asik tanpa harus bikin gejolak, kan?","fokus sama diri sendiri. perbaiki yang perlu diperbaiki. lebih produktif, isi waktu buat upgrade skill, belajar hal baru. ","aku gak bisa tidur nyenyak, aku takut gagal, bebanku banyak banget aku gak sanggup",dengerin dongg pendapat yang lain... jangan maunya sendiri aja!!,"['habis', 'nonton', 'drama', 'dots', 'bareng', 'teman', 'omg', 'song', 'jong', 'ki', 'ganteng', 'bangeeettt']","['habis', 'nonton', 'drama', 'dots', 'bareng', 'teman', 'omg', 'song', 'jong', 'ki', 'ganteng', 'bangeeettt']","['habis', 'nonton', 'drama', 'dots', 'bareng', 'teman', 'omg', 'song', 'jong', 'ki', 'ganteng', 'bangeeettt']","['habis', 'nonton', 'drama', 'dots', 'bareng', 'teman', 'omg', 'song', 'jong', 'ki', 'ganteng', 'bangeeettt']"
70,hang out di cafe sambil ngerjain tugas kuliah kopi sebagai mood booster biar semangat ngerjain tugasnya,"beasiswa itu kayak jackpot buat yang lagi ngejar cita-cita. ada info fresh nih, cek deh!","waktu paling enak buat belajar hal baru adalah ketika malam hari, eksplorasi hal hal yg kita gatau dimedia manapun ","sakit hati banget gue, orang yang harusnya nemenin gue dan menuntun gue malah bikin rencana gue berantakan","jadi pencinta kpop ga buruk-buruk banget loh, buktinya banyak yang bisa jadi penulis berkat membawa salah satu idol","['hang', 'out', 'di', 'cafe', 'sambil', 'ngerjain', 'tugas', 'kuliah', 'kopi', 'sebagai', 'mood', 'booster', 'biar', 'semangat', 'ngerjain', 'tugasnya']","['hang', 'out', 'cafe', 'ngerjain', 'tugas', 'kuliah', 'kopi', 'mood', 'booster', 'semangat', 'ngerjain', 'tugasnya']","['hang', 'out', 'di', 'cafe', 'sambil', 'ngerjain', 'tugas', 'kuliah', 'kopi', 'sebagai', 'mood', 'booster', 'biar', 'semangat', 'ngerjain', 'tugasnya']","['hang', 'out', 'di', 'cafe', 'sambil', 'ngerjain', 'tugas', 'kuliah', 'kopi', 'bagai', 'mood', 'booster', 'biar', 'semangat', 'ngerjain', 'tugas']"
71,hang out di rumah teman kita buat marathon nonton drama korea favorit sambil makan ramyeon seru banget kayak di dalam drama sendiri,"doa itu lebih manjur daripada obat flu. selalu berdoa untuk yang lagi butuh dukungan, ya!","dulu gue rajin ikut organisasi karena biar banyak koneksi, cari kesibukan, belajar hal baru, mengisi waktu luang","gue marah banget sama temen gue, gak bakal gue maafin sampe kapanpun","meskipun film ini tidak sesuai selera, setiap orang memiliki preferensi berbeda dalam menikmati hiburan.","['hang', 'out', 'di', 'rumah', 'teman', 'kita', 'buat', 'marathon', 'nonton', 'drama', 'korea', 'favorit', 'sambil', 'makan', 'ramyeon', 'seru', 'banget', 'kayak', 'di', 'dalam', 'drama', 'sendiri']","['hang', 'out', 'rumah', 'teman', 'marathon', 'nonton', 'drama', 'korea', 'favorit', 'makan', 'ramyeon', 'seru', 'banget', 'kayak', 'drama']","['hang', 'out', 'di', 'rumah', 'teman', 'kita', 'buat', 'marathon', 'nonton', 'drama', 'korea', 'favorit', 'sambil', 'makan', 'ramyeon', 'seru', 'banget', 'seperti', 'di', 'dalam', 'drama', 'sendiri']","['hang', 'out', 'di', 'rumah', 'teman', 'kita', 'buat', 'marathon', 'nonton', 'drama', 'korea', 'favorit', 'sambil', 'makan', 'ramyeon', 'seru', 'banget', 'seperti', 'di', 'dalam', 'drama', 'sendiri']"
72,rumah gue hari ini rame banget ada saudara yang datang dan akhirnya kita nonton drama korea barengbareng seru banget dan semuanya jadi saling komentar,"etika itu bukan cuma di kantor atau sekolah, tapi juga di kehidupan sehari-hari. mangkanya, jadi orang harus sopan terus!",seneng deh kalau belajar sesuatu dan ada progressnya. semoga sampai tua gue nggak berhenti jadi orang yang suka belajar hal baru aamiin.,otak aku rasanya mau pecah mikirin ini semua gak selesai selesai,akhirnya bisaa lanjut nulis.... emang kalo malem hari itu otak lancar banget!,"['rumah', 'gue', 'hari', 'ini', 'rame', 'banget', 'ada', 'saudara', 'yang', 'datang', 'dan', 'akhirnya', 'kita', 'nonton', 'drama', 'korea', 'barengbareng', 'seru', 'banget', 'dan', 'semuanya', 'jadi', 'saling', 'komentar']","['rumah', 'gue', 'rame', 'banget', 'saudara', 'nonton', 'drama', 'korea', 'barengbareng', 'seru', 'banget', 'komentar']","['rumah', 'saya', 'hari', 'ini', 'rame', 'banget', 'ada', 'saudara', 'yang', 'datang', 'dan', 'akhirnya', 'kita', 'nonton', 'drama', 'korea', 'barengbareng', 'seru', 'banget', 'dan', 'semuanya', 'jadi', 'saling', 'komentar']","['rumah', 'saya', 'hari', 'ini', 'rame', 'banget', 'ada', 'saudara', 'yang', 'datang', 'dan', 'akhir', 'kita', 'nonton', 'drama', 'korea', 'barengbareng', 'seru', 'banget', 'dan', 'semua', 'jadi', 'saling', 'komentar']"
73,pacar gue suka bercanda bilang kalau nonton drama korea itu kayak nonton kehidupan cinta kita sendiri lucu banget tapi bener juga sih,"akhlak mulia itu gak harus mahir berpuisi, cukup dengan tindakan nyata. biar dunia jadi tempat yang lebih baik.","gue gak nyesel pernah ikut kepanitiaan pkkmb ini, gara-gara ikut ini gue jadi banyak temen dari berbagai fakultas!","aku panik banget karena besok mau interview, kayaknya aku gak bakal keterima deh","cuiii akhirnyaa buku guee terbitt!!, seneng banget bisa mengeksplorasi dunia tulis-menulis, semoga banyak yang suka yaaaa :)","['pacar', 'gue', 'suka', 'bercanda', 'bilang', 'kalau', 'nonton', 'drama', 'korea', 'itu', 'kayak', 'nonton', 'kehidupan', 'cinta', 'kita', 'sendiri', 'lucu', 'banget', 'tapi', 'bener', 'juga', 'sih']","['pacar', 'gue', 'suka', 'bercanda', 'nonton', 'drama', 'korea', 'kayak', 'nonton', 'kehidupan', 'cinta', 'lucu', 'banget', 'bener']","['pacar', 'saya', 'suka', 'bercanda', 'bilang', 'kalau', 'nonton', 'drama', 'korea', 'itu', 'seperti', 'nonton', 'kehidupan', 'cinta', 'kita', 'sendiri', 'lucu', 'banget', 'tetapi', 'benar', 'juga', 'sih']","['pacar', 'saya', 'suka', 'canda', 'bilang', 'kalau', 'nonton', 'drama', 'korea', 'itu', 'seperti', 'nonton', 'hidup', 'cinta', 'kita', 'sendiri', 'lucu', 'banget', 'tetapi', 'benar', 'juga', 'sih']"
74,hang out di uniqlo dan hm nggak nyangka banyak banget pilihan busana stylish dan harga terjangkau bawa pulang beberapa tas belanjaan yang bikin hati happy,"posko bencana butuh semangat juang nih, teman-teman! siapa yang mau jadi pionir dan bantu mereka secara kreatif?",seminar kemarin seru banget! gue jadi nambah temen sekaligus pengalaman yang emang gue cari-cari selama ini,"tugasnya banyak banget, aku gak yakin kalau tugasnya bakalan selesai","tadi habis beli salmon sashimi, busett tipis bener tuh potongan... perasaan kemarin masih tebel :(, mungkin besok coba tempat lain kali ya!","['hang', 'out', 'di', 'uniqlo', 'dan', 'hm', 'nggak', 'nyangka', 'banyak', 'banget', 'pilihan', 'busana', 'stylish', 'dan', 'harga', 'terjangkau', 'bawa', 'pulang', 'beberapa', 'tas', 'belanjaan', 'yang', 'bikin', 'hati', 'happy']","['hang', 'out', 'uniqlo', 'hm', 'nggak', 'nyangka', 'banget', 'pilihan', 'busana', 'stylish', 'harga', 'terjangkau', 'bawa', 'pulang', 'tas', 'belanjaan', 'hati', 'happy']","['hang', 'out', 'di', 'uniqlo', 'dan', 'hm', 'nggak', 'nyangka', 'banyak', 'banget', 'pilihan', 'busana', 'stylish', 'dan', 'harga', 'terjangkau', 'bawa', 'pulang', 'beberapa', 'tas', 'belanjaan', 'yang', 'bikin', 'hati', 'happy']","['hang', 'out', 'di', 'uniqlo', 'dan', 'hm', 'nggak', 'nyangka', 'banyak', 'banget', 'pilih', 'busana', 'stylish', 'dan', 'harga', 'jangkau', 'bawa', 'pulang', 'beberapa', 'tas', 'belanja', 'yang', 'bikin', 'hati', 'happy']"
75,hang out di gandaria city explore berbagai toko kece dan makan enak di food court penuh pilihan dari fashion sampai kuliner,"minta maaf itu tanda kedewasaan. ayo, jangan malu-malu, minta maaf jika memang diperlukan","to do list ini enaknya dibuat perhari, perminggu, atau perbulan ya?","bisa gak sih langsung lulus ptn aja, gue capek overthinking mulu","pertama kali dateng ke pameran seni, bagus cuii... cuman harus baca keterangannya biar pesan pembuatnya sampai","['hang', 'out', 'di', 'gandaria', 'city', 'explore', 'berbagai', 'toko', 'kece', 'dan', 'makan', 'enak', 'di', 'food', 'court', 'penuh', 'pilihan', 'dari', 'fashion', 'sampai', 'kuliner']","['hang', 'out', 'gandaria', 'city', 'explore', 'toko', 'kece', 'makan', 'enak', 'food', 'court', 'penuh', 'pilihan', 'fashion', 'kuliner']","['hang', 'out', 'di', 'gandaria', 'city', 'explore', 'berbagai', 'toko', 'kece', 'dan', 'makan', 'enak', 'di', 'food', 'court', 'penuh', 'pilihan', 'dari', 'fashion', 'sampai', 'kuliner']","['hang', 'out', 'di', 'gandaria', 'city', 'explore', 'bagai', 'toko', 'kece', 'dan', 'makan', 'enak', 'di', 'food', 'court', 'penuh', 'pilih', 'dari', 'fashion', 'sampai', 'kuliner']"
76,hang out di plaza senayan hari ini nyari spot cozy di caf buat nongkrong kenalan sama barista yang ramah bikin suasana makin asik,"jangan takut untuk jujur!, orang jujur disayang tuhan kok…",mau bantu temen buat bikin timeline himpunan biar orang-orang yang ikut himpunan gak ngerasa kalau waktunya terbuang sia-sia,kapan ya bisa hidup bebas buat milih suatu hal yang gua suka?,besok hari lebih bijak lagi sih dalam menentukan pilihan!!,"['hang', 'out', 'di', 'plaza', 'senayan', 'hari', 'ini', 'nyari', 'spot', 'cozy', 'di', 'caf', 'buat', 'nongkrong', 'kenalan', 'sama', 'barista', 'yang', 'ramah', 'bikin', 'suasana', 'makin', 'asik']","['hang', 'out', 'plaza', 'senayan', 'nyari', 'spot', 'cozy', 'caf', 'nongkrong', 'kenalan', 'barista', 'ramah', 'suasana', 'asik']","['hang', 'out', 'di', 'plaza', 'senayan', 'hari', 'ini', 'nyari', 'spot', 'cozy', 'di', 'caf', 'buat', 'nongkrong', 'kenalan', 'sama', 'barista', 'yang', 'ramah', 'bikin', 'suasana', 'makin', 'asik']","['hang', 'out', 'di', 'plaza', 'senayan', 'hari', 'ini', 'nyari', 'spot', 'cozy', 'di', 'caf', 'buat', 'nongkrong', 'kenal', 'sama', 'barista', 'yang', 'ramah', 'bikin', 'suasana', 'makin', 'asik']"
77,pacar gue ngajakin ke plaza indonesia beli baju baru buat perayaan ulang tahunnya hadiah yang tepat bikin dia senang banget,"woi, bantu share dong beasiswa yang lagi dibuka, siapa tau ada yang butuh banget!",seru banget sumpah rapih-rapihin barang dan nyusun sesuai warnanya!,"stress dikit badanku langsung sakit dan gak bisa ngapa ngapain, lemah banget diriku ini","meskipun banyak perbedaan mengenai perspektif bumi datar atau bulet, mari berdiskusi terbuka untuk saling memahami.","['pacar', 'gue', 'ngajakin', 'ke', 'plaza', 'indonesia', 'beli', 'baju', 'baru', 'buat', 'perayaan', 'ulang', 'tahunnya', 'hadiah', 'yang', 'tepat', 'bikin', 'dia', 'senang', 'banget']","['pacar', 'gue', 'ngajakin', 'plaza', 'indonesia', 'beli', 'baju', 'perayaan', 'ulang', 'tahunnya', 'hadiah', 'senang', 'banget']","['pacar', 'saya', 'ngajakin', 'ke', 'plaza', 'indonesia', 'beli', 'baju', 'baru', 'buat', 'perayaan', 'ulang', 'tahunnya', 'hadiah', 'yang', 'tepat', 'bikin', 'dia', 'senang', 'banget']","['pacar', 'saya', 'ngajakin', 'ke', 'plaza', 'indonesia', 'beli', 'baju', 'baru', 'buat', 'raya', 'ulang', 'tahun', 'hadiah', 'yang', 'tepat', 'bikin', 'dia', 'senang', 'banget']"
78,pacar gue ngajakin ke mall akhirnya kita jalanjalan ke uniqlo buat beli baju couple bikin bonding lebih kuat dan stylenya match,"selesai ngantor, mampir dulu ke posko bantu korban banjir deh. siapa yang mau ikut?","abis promosiin jasa edit di platform lain selain twitter, doain rame yan gliat ya temen-temen!","gak lulus mbkm, rasanya hidup ini gak ada harapan lagi","boikot pola pikir pengagungan harus masuk universitas negeri yang ada di negeri kita. sadar, kesuksesan bukan diliat dari masuk univ mana dan jurusan apa broooo!!!","['pacar', 'gue', 'ngajakin', 'ke', 'mall', 'akhirnya', 'kita', 'jalanjalan', 'ke', 'uniqlo', 'buat', 'beli', 'baju', 'couple', 'bikin', 'bonding', 'lebih', 'kuat', 'dan', 'stylenya', 'match']","['pacar', 'gue', 'ngajakin', 'mall', 'jalanjalan', 'uniqlo', 'beli', 'baju', 'couple', 'bonding', 'kuat', 'stylenya', 'match']","['pacar', 'saya', 'ngajakin', 'ke', 'mall', 'akhirnya', 'kita', 'jalanjalan', 'ke', 'uniqlo', 'buat', 'beli', 'baju', 'couple', 'bikin', 'bonding', 'lebih', 'kuat', 'dan', 'stylenya', 'match']","['pacar', 'saya', 'ngajakin', 'ke', 'mall', 'akhir', 'kita', 'jalanjalan', 'ke', 'uniqlo', 'buat', 'beli', 'baju', 'couple', 'bikin', 'bonding', 'lebih', 'kuat', 'dan', 'stylenya', 'match']"
79,cerita seru tentang ngemall di jakarta beli skincare di guardian dan makeup di matahari habis itu muka gue berasa kayak seleb korea,"malem ini bawa bekal sedekah buat pengemis sekitar, mari berbagi rejeki!",ternyata baca buku di waktu luang sambil denger instrumen classic itu menenangkan banget!!,emang masih ada harapan ya buatku lanjut hidup? pendidikanku gak setinggi itu buat dapetin gaji yang besar,"meskipun masih aja ada manusia lemes yang ngomentarin gue karena ketolak snmptn yang ngebuat gue sempet down banget, tapi gue bersyukur karena itu gue jadi lebih semangat membuktikan diri gue bisa berjaya di universitas swasta dengan aktif mengikuti banyak hal-hal positif","['cerita', 'seru', 'tentang', 'ngemall', 'di', 'jakarta', 'beli', 'skincare', 'di', 'guardian', 'dan', 'makeup', 'di', 'matahari', 'habis', 'itu', 'muka', 'gue', 'berasa', 'kayak', 'seleb', 'korea']","['cerita', 'seru', 'ngemall', 'jakarta', 'beli', 'skincare', 'guardian', 'makeup', 'matahari', 'habis', 'muka', 'gue', 'berasa', 'kayak', 'seleb', 'korea']","['cerita', 'seru', 'tentang', 'ngemall', 'di', 'jakarta', 'beli', 'skincare', 'di', 'guardian', 'dan', 'makeup', 'di', 'matahari', 'habis', 'itu', 'muka', 'saya', 'berasa', 'seperti', 'seleb', 'korea']","['cerita', 'seru', 'tentang', 'ngemall', 'di', 'jakarta', 'beli', 'skincare', 'di', 'guardian', 'dan', 'makeup', 'di', 'matahari', 'habis', 'itu', 'muka', 'saya', 'asa', 'seperti', 'seleb', 'korea']"
80,hang out di mall jakarta mencoba baju di zara dan hm awalnya cuman mau lihatlihat eh ternyata dapet diskon menarik,"lagi di jalanan liat pengemis, jangan lupa kasih senyuman dan doa buat mereka.",abis nyortir aplikasi di handphone biar kelihatan lebih tertata dan mudah dicari hehehe,"aku gak yakin bisa jadi asdos deh, aku gak bisa ngajar","gue anti status quo, gue buktikan bahwa ketolakan bisa jadi pintu masuk ke peluang baru yang lebih menantang.","['hang', 'out', 'di', 'mall', 'jakarta', 'mencoba', 'baju', 'di', 'zara', 'dan', 'hm', 'awalnya', 'cuman', 'mau', 'lihatlihat', 'eh', 'ternyata', 'dapet', 'diskon', 'menarik']","['hang', 'out', 'mall', 'jakarta', 'mencoba', 'baju', 'zara', 'hm', 'cuman', 'lihatlihat', 'eh', 'dapet', 'diskon', 'menarik']","['hang', 'out', 'di', 'mall', 'jakarta', 'mencoba', 'baju', 'di', 'zara', 'dan', 'hm', 'awalnya', 'cuman', 'mau', 'lihatlihat', 'eh', 'ternyata', 'dapet', 'diskon', 'menarik']","['hang', 'out', 'di', 'mall', 'jakarta', 'coba', 'baju', 'di', 'zara', 'dan', 'hm', 'awal', 'cuman', 'mau', 'lihatlihat', 'eh', 'nyata', 'dapet', 'diskon', 'tarik']"
81,for the first time main sepatu rodaa seru sih tapi sempet ga bisa jalan karenaa susahh yaa broo sempet jatuh juga kaki aku jadi biru wkwkwk,"sedih banget liat berita korban perang zionist, yuk sama-sama kita bantu mereka.",hari ini aku mau menyelesaikan project biar besok pas bootcamp udah gak ngerasa ganjel karena udah selesai!,gimana caraku untuk survive dari semester 6 yang berat ini? mau nyerah sebelum mulai,"jenius itu bisa ditemukan di bidang apa pun, termasuk di dunia teknologi. enggak harus jadi dokter buat bisa jenius!","['for', 'the', 'first', 'time', 'main', 'sepatu', 'rodaa', 'seru', 'sih', 'tapi', 'sempet', 'ga', 'bisa', 'jalan', 'karenaa', 'susahh', 'yaa', 'broo', 'sempet', 'jatuh', 'juga', 'kaki', 'aku', 'jadi', 'biru', 'wkwkwk']","['for', 'the', 'first', 'time', 'main', 'sepatu', 'rodaa', 'seru', 'sempet', 'jalan', 'karenaa', 'susahh', 'yaa', 'broo', 'sempet', 'jatuh', 'kaki', 'biru', 'wkwkwk']","['for', 'the', 'first', 'time', 'main', 'sepatu', 'rodaa', 'seru', 'sih', 'tetapi', 'sempet', 'tidak', 'bisa', 'jalan', 'karenaa', 'susahh', 'yaa', 'broo', 'sempet', 'jatuh', 'juga', 'kaki', 'saya', 'jadi', 'biru', 'wkwkwk']","['for', 'the', 'first', 'time', 'main', 'sepatu', 'rodaa', 'seru', 'sih', 'tetapi', 'sempet', 'tidak', 'bisa', 'jalan', 'karenaa', 'susahh', 'yaa', 'broo', 'sempet', 'jatuh', 'juga', 'kaki', 'saya', 'jadi', 'biru', 'wkwkwk']"
82,udah lama ga main hujan ternyataa seruu jugaa main hujannya naik motor sambil nyayi tuluss,"perang israel-palestina sudah bukan konflik agama lagi, tapi udah konflik kemanusiaan. zionist sangat kejam! biadab!. stop genosida!",semester depan aku mau ambil 24 sks biar nanti di semester selanjutnya aku bisa santai!,"susah buatku ngambil keputusan, aku takut nyesel di masa depan","gue memang ketolak dari kedokteran, tapi ternyata keputusan itu membawa gue ke dunia yang lebih bermanfaat dan seru.","['udah', 'lama', 'ga', 'main', 'hujan', 'ternyataa', 'seruu', 'jugaa', 'main', 'hujannya', 'naik', 'motor', 'sambil', 'nyayi', 'tuluss']","['udah', 'main', 'hujan', 'ternyataa', 'seruu', 'jugaa', 'main', 'hujannya', 'motor', 'nyayi', 'tuluss']","['sudah', 'lama', 'tidak', 'main', 'hujan', 'ternyataa', 'seruu', 'jugaa', 'main', 'hujannya', 'naik', 'motor', 'sambil', 'nyayi', 'tuluss']","['sudah', 'lama', 'tidak', 'main', 'hujan', 'ternyataa', 'seruu', 'jugaa', 'main', 'hujan', 'naik', 'motor', 'sambil', 'nyayi', 'tuluss']"
